,speaker,session,mic,prompt_id,has_spect,spect_width,spect_height,prompt,url,filepath,awstranslate
3068,M01,Session2_3,wav_arrayMic,0193,yes,61,513,loyal,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0193.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0193.wav,You.
5196,M04,Session2,wav_headMic,0262,yes,83,513,pat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0262.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0262.wav,
1996,F04,Session2,wav_headMic,0105,yes,106,513,hat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0105.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0105.wav,Hut.
3888,M02,Session2,wav_arrayMic,0153,yes,71,513,bloat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0153.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0153.wav,
5552,M05,Session1,wav_headMic,0025,yes,114,513,floor,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0025.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0025.wav,So.
3712,M02,Session2,wav_headMic,0143,yes,59,513,november,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0143.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0143.wav,No.
4162,M03,Session2,wav_headMic,0191,yes,83,513,fear,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0191.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0191.wav,Fear.
2775,M01,Session2_3,wav_headMic,0186,yes,65,513,oscar,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0186.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0186.wav,"Ah, good."
3149,M01,Session2_3,wav_arrayMic,0274,yes,104,513,witty,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0274.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0274.wav,Well.
2706,M01,Session2_3,wav_headMic,0117,yes,214,513,Bright sunshine shimmers on the ocean. ,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0117.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0117.wav,Afraid and Zimmerman on the orange.
372,F03,Session1,wav_headMic,0105,yes,34,513,swarm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0105.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0105.wav,Soir.
3023,M01,Session2_3,wav_arrayMic,0148,yes,47,513,loop,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0148.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0148.wav,Mmm.
4405,M03,Session2,wav_arrayMic,0013,yes,136,513,"Well, he is nearly ninety-three years old; ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0013.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0013.wav,He is nearly ninety three years old.
774,F03,Session2,wav_headMic,0099,yes,165,513,A roll of wire lay near the wall.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0099.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0099.wav,A wire lane here no more.
1646,F03,Session3,wav_arrayMic,0164,yes,71,513,sing,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0164.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0164.wav,
4622,M03,Session2,wav_arrayMic,0231,yes,90,513,troop,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0231.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0231.wav,Troop.
2496,M01,Session1,wav_arrayMic,0006,yes,94,513,trait,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_arrayMic/0006.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_arrayMic/0006.wav,Trey.
4081,M03,Session2,wav_headMic,0110,yes,86,513,spark,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0110.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0110.wav,Spark.
5030,M04,Session2,wav_headMic,0096,yes,94,513,glow,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0096.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0096.wav,No.
868,F03,Session2,wav_arrayMic,0034,yes,90,513,pay,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0034.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0034.wav,Pray.
4010,M03,Session2,wav_headMic,0039,yes,89,513,range,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0039.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0039.wav,Range.
1226,F03,Session2,wav_arrayMic,0401,yes,33,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0401.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0401.wav,Good.
4457,M03,Session2,wav_arrayMic,0066,yes,80,513,beat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0066.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0066.wav,Beat.
3017,M01,Session2_3,wav_arrayMic,0142,yes,66,513,yes,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0142.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0142.wav,Yes.
3495,M02,Session1,wav_arrayMic,0093,yes,33,513,dug,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0093.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0093.wav,Dog.
3769,M02,Session2,wav_headMic,0200,yes,195,513,There is a treehouse up above.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0200.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0200.wav,The three of us. Well.
1723,F04,Session1,wav_arrayMic,0031,yes,61,513,chair,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session1/wav_arrayMic/0031.wav,/home/jovyan/work/data/TORGO/F04/Session1/wav_arrayMic/0031.wav,Care.
5612,M05,Session1,wav_headMic,0085,yes,96,513,two,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0085.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0085.wav,Two.
1336,F03,Session3,wav_headMic,0067,yes,85,513,Each one volunteered to jump first.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0067.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0067.wav,Each one volunteer to jump first.
487,F03,Session1,wav_arrayMic,0016,yes,75,513,swarm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0016.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0016.wav,Form.
6061,M05,Session2,wav_headMic,0276,yes,270,513,Some hotels are available nearby.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0276.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0276.wav,Sam could tells Ah rare bird nearby.
5262,M04,Session2,wav_arrayMic,0029,yes,589,513,"When he speaks, his voice is just a bit cracked and quivers a trifle.",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0029.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0029.wav,"Wait. Equipment, uh, dread to drip road."
2540,M01,Session1,wav_arrayMic,0050,yes,127,513,swarm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_arrayMic/0050.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_arrayMic/0050.wav,He wore.
4254,M03,Session2,wav_headMic,0283,yes,77,513,dart,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0283.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0283.wav,Dart.
2204,F04,Session2,wav_arrayMic,0064,yes,108,513,sigh,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0064.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0064.wav,Hi.
5356,M04,Session2,wav_arrayMic,0123,yes,55,513,no,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0123.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0123.wav,No.
1355,F03,Session3,wav_headMic,0086,yes,54,513,sip,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0086.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0086.wav,
3326,M02,Session1,wav_headMic,0164,yes,77,513,dot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0164.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0164.wav,Dog.
5,F01,Session1,wav_headMic,0006,yes,44,513,stick,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_headMic/0006.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_headMic/0006.wav,Look.
187,F01,Session1,wav_arrayMic,0054,yes,33,513,beat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F01/Session1/wav_arrayMic/0054.wav,/home/jovyan/work/data/TORGO/F01/Session1/wav_arrayMic/0054.wav,May.
426,F03,Session1,wav_headMic,0159,yes,36,513,bear,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0159.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0159.wav,Bear.
3728,M02,Session2,wav_headMic,0159,yes,94,513,oscar,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0159.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0159.wav,Oh.
3047,M01,Session2_3,wav_arrayMic,0172,yes,57,513,bit,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0172.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0172.wav,Will be.
1441,F03,Session3,wav_headMic,0172,yes,90,513,The wait for work can be very long.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0172.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0172.wav,So we thought work can be very long.
419,F03,Session1,wav_headMic,0152,yes,74,513,This was easy for us.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_headMic/0152.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_headMic/0152.wav,This was easy for us.
2066,F04,Session2,wav_headMic,0175,yes,66,513,sigh,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0175.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0175.wav,Sy.
3558,M02,Session1,wav_arrayMic,0156,yes,52,513,pot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0156.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0156.wav,
5842,M05,Session2,wav_headMic,0057,yes,247,513,We gathered shells on the beach.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0057.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0057.wav,"We? Yeah, show on the beat."
1369,F03,Session3,wav_headMic,0100,yes,50,513,sew,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0100.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0100.wav,So.
765,F03,Session2,wav_headMic,0090,yes,86,513,oscar,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_headMic/0090.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_headMic/0090.wav,Oscar.
4601,M03,Session2,wav_arrayMic,0210,yes,75,513,knot,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_arrayMic/0210.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_arrayMic/0210.wav,Not.
3854,M02,Session2,wav_arrayMic,0118,yes,113,513,lima,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_arrayMic/0118.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_arrayMic/0118.wav,
5088,M04,Session2,wav_headMic,0154,yes,185,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_headMic/0154.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_headMic/0154.wav,
4330,M03,Session2,wav_headMic,0359,yes,95,513,darn,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0359.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0359.wav,Darn.
4378,M03,Session2,wav_headMic,0407,yes,73,513,said,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M03/Session2/wav_headMic/0407.wav,/home/jovyan/work/data/TORGO/M03/Session2/wav_headMic/0407.wav,Said.
2973,M01,Session2_3,wav_arrayMic,0098,yes,99,513,cycle,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0098.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0098.wav,You could.
3142,M01,Session2_3,wav_arrayMic,0267,yes,66,513,vat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0267.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0267.wav,That.
1075,F03,Session2,wav_arrayMic,0249,yes,33,513,None,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session2/wav_arrayMic/0249.wav,/home/jovyan/work/data/TORGO/F03/Session2/wav_arrayMic/0249.wav,Rock.
6019,M05,Session2,wav_headMic,0234,yes,85,513,harp,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0234.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0234.wav,Hope.
3555,M02,Session1,wav_arrayMic,0153,yes,5,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0153.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0153.wav,
3417,M02,Session1,wav_arrayMic,0015,yes,61,513,rain,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0015.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0015.wav,Right?
498,F03,Session1,wav_arrayMic,0027,yes,43,513,know,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0027.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0027.wav,No.
3628,M02,Session1,wav_arrayMic,0226,yes,202,513,Mother sews yellow gingham aprons.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0226.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0226.wav,"Mother, those yellow king him imprint."
3280,M02,Session1,wav_headMic,0118,yes,255,513,"but he always answers, ""Banana oil!"" ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0118.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0118.wav,"But the no, no oil."
1667,F03,Session3,wav_arrayMic,0187,yes,43,513,He,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0187.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0187.wav,
3759,M02,Session2,wav_headMic,0190,yes,201,513,Alfalfa is healthy for you.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0190.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0190.wav,"Ah, okay."
5599,M05,Session1,wav_headMic,0072,yes,82,513,knew,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0072.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0072.wav,New.
3282,M02,Session1,wav_headMic,0120,yes,74,513,trade,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0120.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0120.wav,Trade.
2699,M01,Session2_3,wav_headMic,0110,yes,51,513,of,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0110.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0110.wav,Ah.
3529,M02,Session1,wav_arrayMic,0127,yes,197,513,Both figures would go higher in later years.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0127.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0127.wav,"Yeah, for good Will go, Teo."
672,F03,Session1,wav_arrayMic,0201,yes,43,513,air,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session1/wav_arrayMic/0201.wav,/home/jovyan/work/data/TORGO/F03/Session1/wav_arrayMic/0201.wav,There.
2718,M01,Session2_3,wav_headMic,0129,yes,246,513,The train approached the depot slowly.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0129.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0129.wav,"The dream abroad. The boy, the"
5895,M05,Session2,wav_headMic,0110,yes,108,513,tile,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0110.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0110.wav,Guy.
2590,M01,Session1,wav_arrayMic,0100,yes,94,513,swarm,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_arrayMic/0100.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_arrayMic/0100.wav,Be warned.
1279,F03,Session3,wav_headMic,0010,yes,59,513,wicker,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_headMic/0010.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_headMic/0010.wav,"Look, er"
3196,M02,Session1,wav_headMic,0034,yes,404,513,giving those who observe him a pronounced feeling of the utmost respect.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_headMic/0034.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_headMic/0034.wav,"Government does Roger ver ah anod three one ah, the move to strike."
2328,F04,Session2,wav_arrayMic,0188,yes,85,513,fat,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_arrayMic/0188.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_arrayMic/0188.wav,But
3041,M01,Session2_3,wav_arrayMic,0166,yes,169,513,The little schoolhouse stood empty.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0166.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0166.wav,There's a good dude.
1498,F03,Session3,wav_arrayMic,0016,yes,94,513,sierra,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0016.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0016.wav,Clearer.
2783,M01,Session2_3,wav_headMic,0194,yes,64,513,seven,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_headMic/0194.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_headMic/0194.wav,Yeah.
5977,M05,Session2,wav_headMic,0192,yes,268,513,Swing your arm as high as you can.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session2/wav_headMic/0192.wav,/home/jovyan/work/data/TORGO/M05/Session2/wav_headMic/0192.wav,Doing you eyes if you can.
5605,M05,Session1,wav_headMic,0078,yes,348,513,Don't ask me to carry an oily rag like that.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M05/Session1/wav_headMic/0078.wav,/home/jovyan/work/data/TORGO/M05/Session1/wav_headMic/0078.wav,"They k and or red, right?"
3672,M02,Session2,wav_headMic,0103,yes,123,513,brought,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0103.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0103.wav,Broad.
3508,M02,Session1,wav_arrayMic,0106,yes,207,513,Don't ask me to carry an oily rag like that.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session1/wav_arrayMic/0106.wav,/home/jovyan/work/data/TORGO/M02/Session1/wav_arrayMic/0106.wav,I told that to carry and watch you kill a god.
3744,M02,Session2,wav_headMic,0175,yes,10,513,xxx,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M02/Session2/wav_headMic/0175.wav,/home/jovyan/work/data/TORGO/M02/Session2/wav_headMic/0175.wav,
5332,M04,Session2,wav_arrayMic,0099,yes,66,513,alpha,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M04/Session2/wav_arrayMic/0099.wav,/home/jovyan/work/data/TORGO/M04/Session2/wav_arrayMic/0099.wav,How far?
1943,F04,Session2,wav_headMic,0052,yes,145,513,Their house is grey and white.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F04/Session2/wav_headMic/0052.wav,/home/jovyan/work/data/TORGO/F04/Session2/wav_headMic/0052.wav,Their house is gray and wait.
1489,F03,Session3,wav_arrayMic,0007,yes,141,513,People who value themselves are life's winners.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/F03/Session3/wav_arrayMic/0007.wav,/home/jovyan/work/data/TORGO/F03/Session3/wav_arrayMic/0007.wav,People who varied ourself for life.
2430,M01,Session1,wav_headMic,0040,no,None,None,"but he always answers, ""Banana oil!"" ",https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session1/wav_headMic/0040.wav,/home/jovyan/work/data/TORGO/M01/Session1/wav_headMic/0040.wav,With the O get in the way.
3110,M01,Session2_3,wav_arrayMic,0235,yes,258,513,The museum hires musicians every evening.,https://s3.amazonaws.com/capstone-voice-for-all/TORGO/M01/Session2_3/wav_arrayMic/0235.wav,/home/jovyan/work/data/TORGO/M01/Session2_3/wav_arrayMic/0235.wav,Them. Wait for me.
